crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,max_injr_svrty_cl,numb_vehc,numb_fatal_injr,numb_nonfatal_injr,weath_cond_descr,speed_limit,lat,lon,dist_dirc_exit,vehc_unit_numb,driver_age,max_injr_svrty_vl,total_occpt_in_vehc,pers_numb,age,injy_stat_descr
"4508803","BOSTON","01/23/2018","Non-fatal injury","Closed","11:30 AM","Non-fatal injury - Possible","1","0","1","Sleet, hail (freezing rain or drizzle)/Rain","","42.32533349","-71.07496301","","1","","Unknown","","1","","Unknown"
"4508803","BOSTON","01/23/2018","Non-fatal injury","Closed","11:30 AM","Non-fatal injury - Possible","1","0","1","Sleet, hail (freezing rain or drizzle)/Rain","","42.32533349","-71.07496301","","","","","","2","","Non-fatal injury - Possible"
"4508804","BOSTON","01/27/2018","Non-fatal injury","Closed","7:50 PM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","","42.33428316","-71.10048696","","1","","Not reported","","1","","Not reported"
"4508804","BOSTON","01/27/2018","Non-fatal injury","Closed","7:50 PM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","","42.33428316","-71.10048696","","","","","","2","23","Non-fatal injury - Non-incapacitating"
"4508804","BOSTON","01/27/2018","Non-fatal injury","Closed","7:50 PM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","","42.33428316","-71.10048696","","","","","","3","0","Not reported"
"4508805","BOSTON","01/28/2018","Non-fatal injury","Closed","7:30 AM","Non-fatal injury - Non-incapacitating","2","0","3","Clear","","42.30527741","-71.08474055","","1","58","Non-fatal injury - Non-incapacitating","1","1","58","Non-fatal injury - Non-incapacitating"
"4508805","BOSTON","01/28/2018","Non-fatal injury","Closed","7:30 AM","Non-fatal injury - Non-incapacitating","2","0","3","Clear","","42.30527741","-71.08474055","","2","37","Non-fatal injury - Non-incapacitating","2","2","37","Non-fatal injury - Non-incapacitating"
"4508805","BOSTON","01/28/2018","Non-fatal injury","Closed","7:30 AM","Non-fatal injury - Non-incapacitating","2","0","3","Clear","","42.30527741","-71.08474055","","2","37","Non-fatal injury - Non-incapacitating","2","3","36","Non-fatal injury - Non-incapacitating"
"4508806","BOSTON","01/28/2018","Non-fatal injury","Closed","2:12 AM","Non-fatal injury - Incapacitating","2","0","3","Rain","","42.33698405","-71.09762869","","1","54","Non-fatal injury - Incapacitating","1","1","54","Non-fatal injury - Incapacitating"
"4508806","BOSTON","01/28/2018","Non-fatal injury","Closed","2:12 AM","Non-fatal injury - Incapacitating","2","0","3","Rain","","42.33698405","-71.09762869","","2","27","Non-fatal injury - Possible","4","2","27","Non-fatal injury - Possible"
"4508806","BOSTON","01/28/2018","Non-fatal injury","Closed","2:12 AM","Non-fatal injury - Incapacitating","2","0","3","Rain","","42.33698405","-71.09762869","","2","27","Non-fatal injury - Possible","4","3","30","Non-fatal injury - Possible"
"4508806","BOSTON","01/28/2018","Non-fatal injury","Closed","2:12 AM","Non-fatal injury - Incapacitating","2","0","3","Rain","","42.33698405","-71.09762869","","2","27","Non-fatal injury - Possible","4","4","","Not reported"
"4508806","BOSTON","01/28/2018","Non-fatal injury","Closed","2:12 AM","Non-fatal injury - Incapacitating","2","0","3","Rain","","42.33698405","-71.09762869","","2","27","Non-fatal injury - Possible","4","5","","Not reported"
"4508807","BOSTON","01/28/2018","Non-fatal injury","Closed","1:12 PM","Non-fatal injury - Incapacitating","4","0","1","Clear/Clear","","42.33106823","-71.08271425","","1","31","No injury","1","1","31","No injury"
"4508807","BOSTON","01/28/2018","Non-fatal injury","Closed","1:12 PM","Non-fatal injury - Incapacitating","4","0","1","Clear/Clear","","42.33106823","-71.08271425","","2","","Not reported","","2","","Not reported"
"4508807","BOSTON","01/28/2018","Non-fatal injury","Closed","1:12 PM","Non-fatal injury - Incapacitating","4","0","1","Clear/Clear","","42.33106823","-71.08271425","","3","44","No injury","","3","44","No injury"
"4508807","BOSTON","01/28/2018","Non-fatal injury","Closed","1:12 PM","Non-fatal injury - Incapacitating","4","0","1","Clear/Clear","","42.33106823","-71.08271425","","4","17","Non-fatal injury - Incapacitating","1","4","17","Non-fatal injury - Incapacitating"
"4508812","BOSTON","02/07/2018","Non-fatal injury","Closed","6:00 PM","Non-fatal injury - Possible","2","0","1","Rain","25","42.28774120","-71.10675513","","1","58","Not reported","","1","58","Not reported"
"4508812","BOSTON","02/07/2018","Non-fatal injury","Closed","6:00 PM","Non-fatal injury - Possible","2","0","1","Rain","25","42.28774120","-71.10675513","","2","25","Non-fatal injury - Possible","","2","25","Non-fatal injury - Possible"
"4508813","BOSTON","02/15/2018","Non-fatal injury","Closed","6:19 PM","Non-fatal injury - Possible","2","0","1","Clear","30","42.27997235","-71.11896932","","1","59","No injury","","1","59","No injury"
"4508813","BOSTON","02/15/2018","Non-fatal injury","Closed","6:19 PM","Non-fatal injury - Possible","2","0","1","Clear","30","42.27997235","-71.11896932","","2","45","Non-fatal injury - Possible","","2","45","Non-fatal injury - Possible"
"4508813","BOSTON","02/15/2018","Non-fatal injury","Closed","6:19 PM","Non-fatal injury - Possible","2","0","1","Clear","30","42.27997235","-71.11896932","","2","45","Non-fatal injury - Possible","","3","37","No injury"
"4508822","BOSTON","01/21/2018","Non-fatal injury","Closed","5:45 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","25","42.32132311","-71.06841889","","1","55","Non-fatal injury - Non-incapacitating","1","1","55","Non-fatal injury - Non-incapacitating"
"4508822","BOSTON","01/21/2018","Non-fatal injury","Closed","5:45 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","25","42.32132311","-71.06841889","","2","41","No injury","1","2","41","No injury"
"4508836","BOSTON","01/21/2018","Property damage only (none injured)","Closed","1:45 AM","No injury","2","0","0","Clear","25","42.30819225","-71.07846479","","1","49","No injury","1","1","49","No injury"
"4508836","BOSTON","01/21/2018","Property damage only (none injured)","Closed","1:45 AM","No injury","2","0","0","Clear","25","42.30819225","-71.07846479","","2","34","No injury","1","2","34","No injury"
"4508837","BOSTON","01/21/2018","Property damage only (none injured)","Closed","1:40 AM","No injury","2","0","0","Clear","25","42.33502815","-71.08853567","","1","33","No injury","3","1","33","No injury"
"4508837","BOSTON","01/21/2018","Property damage only (none injured)","Closed","1:40 AM","No injury","2","0","0","Clear","25","42.33502815","-71.08853567","","1","33","No injury","3","2","39","No injury"
"4508837","BOSTON","01/21/2018","Property damage only (none injured)","Closed","1:40 AM","No injury","2","0","0","Clear","25","42.33502815","-71.08853567","","1","33","No injury","3","3","0","No injury"
"4508837","BOSTON","01/21/2018","Property damage only (none injured)","Closed","1:40 AM","No injury","2","0","0","Clear","25","42.33502815","-71.08853567","","2","24","No injury","2","4","24","No injury"
"4508837","BOSTON","01/21/2018","Property damage only (none injured)","Closed","1:40 AM","No injury","2","0","0","Clear","25","42.33502815","-71.08853567","","2","24","No injury","2","5","22","No injury"
"4508842","BOSTON","01/18/2018","Non-fatal injury","Closed","3:51 PM","Non-fatal injury - Non-incapacitating","2","0","4","Cloudy","","42.32832527","-71.07506901","","1","44","Non-fatal injury - Non-incapacitating","5","1","44","No injury"
"4508842","BOSTON","01/18/2018","Non-fatal injury","Closed","3:51 PM","Non-fatal injury - Non-incapacitating","2","0","4","Cloudy","","42.32832527","-71.07506901","","1","44","Non-fatal injury - Non-incapacitating","5","2","51","Non-fatal injury - Non-incapacitating"
"4508842","BOSTON","01/18/2018","Non-fatal injury","Closed","3:51 PM","Non-fatal injury - Non-incapacitating","2","0","4","Cloudy","","42.32832527","-71.07506901","","1","44","Non-fatal injury - Non-incapacitating","5","3","53","Non-fatal injury - Non-incapacitating"
"4508842","BOSTON","01/18/2018","Non-fatal injury","Closed","3:51 PM","Non-fatal injury - Non-incapacitating","2","0","4","Cloudy","","42.32832527","-71.07506901","","1","44","Non-fatal injury - Non-incapacitating","5","4","54","Non-fatal injury - Non-incapacitating"
"4508842","BOSTON","01/18/2018","Non-fatal injury","Closed","3:51 PM","Non-fatal injury - Non-incapacitating","2","0","4","Cloudy","","42.32832527","-71.07506901","","1","44","Non-fatal injury - Non-incapacitating","5","5","28","Non-fatal injury - Non-incapacitating"
"4508842","BOSTON","01/18/2018","Non-fatal injury","Closed","3:51 PM","Non-fatal injury - Non-incapacitating","2","0","4","Cloudy","","42.32832527","-71.07506901","","2","37","No injury","1","6","37","No injury"
"4508844","BOSTON","01/03/2018","Non-fatal injury","Closed","8:35 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear/Clear","","42.32864967","-71.08344776","","1","24","No injury","1","1","24","No injury"
"4508844","BOSTON","01/03/2018","Non-fatal injury","Closed","8:35 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear/Clear","","42.32864967","-71.08344776","","","","","","2","26","Non-fatal injury - Non-incapacitating"
"4508846","BOSTON","01/03/2018","Non-fatal injury","Closed","9:12 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","","42.33379543","-71.08252374","","1","26","Non-fatal injury - Non-incapacitating","2","1","26","No injury"
"4508846","BOSTON","01/03/2018","Non-fatal injury","Closed","9:12 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","","42.33379543","-71.08252374","","1","26","Non-fatal injury - Non-incapacitating","2","2","35","Non-fatal injury - Non-incapacitating"
"4508848","BOSTON","01/08/2018","Non-fatal injury","Closed","4:36 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","25","42.32131745","-71.08566435","","1","27","Non-fatal injury - Non-incapacitating","1","1","27","Non-fatal injury - Non-incapacitating"
"4508852","BOSTON","01/07/2018","Not Reported","Closed","8:50 AM","Not reported","2","0","0","Snow/Snow","25","42.33695712","-71.09366563","","1","36","Not reported","1","1","36","Not reported"
"4508852","BOSTON","01/07/2018","Not Reported","Closed","8:50 AM","Not reported","2","0","0","Snow/Snow","25","42.33695712","-71.09366563","","2","32","Not reported","1","2","32","Not reported"
"4508853","BOSTON","01/06/2018","Not Reported","Closed","12:30 AM","Not reported","2","0","0","Snow/Blowing sand, snow","","42.32053001","-71.06429548","","1","24","Not reported","1","1","24","Not reported"
"4508853","BOSTON","01/06/2018","Not Reported","Closed","12:30 AM","Not reported","2","0","0","Snow/Blowing sand, snow","","42.32053001","-71.06429548","","2","37","Not reported","1","2","37","Not reported"
"4508854","BOSTON","01/09/2018","Non-fatal injury","Closed","9:10 AM","Non-fatal injury - Possible","2","0","2","Clear","","42.33814632","-71.10810011","","1","65","Non-fatal injury - Possible","1","1","65","Non-fatal injury - Possible"
"4508854","BOSTON","01/09/2018","Non-fatal injury","Closed","9:10 AM","Non-fatal injury - Possible","2","0","2","Clear","","42.33814632","-71.10810011","","2","39","Non-fatal injury - Possible","2","2","39","Non-fatal injury - Possible"
"4508855","BOSTON","01/18/2018","Not Reported","Closed","12:22 AM","Not reported","2","0","0","Clear/Clear","","42.33276330","-71.09641680","","1","","Not reported","0","1","","Not reported"
"4508855","BOSTON","01/18/2018","Not Reported","Closed","12:22 AM","Not reported","2","0","0","Clear/Clear","","42.33276330","-71.09641680","","2","","Not reported","","2","","Not reported"
"4508856","BOSTON","01/17/2018","Non-fatal injury","Closed","8:50 AM","Non-fatal injury - Non-incapacitating","1","0","1","Snow/Snow","","42.32043054","-71.07774583","","1","","Not reported","","1","","Not reported"
"4508856","BOSTON","01/17/2018","Non-fatal injury","Closed","8:50 AM","Non-fatal injury - Non-incapacitating","1","0","1","Snow/Snow","","42.32043054","-71.07774583","","","","","","2","32","Non-fatal injury - Non-incapacitating"
"4508857","BOSTON","01/18/2018","Non-fatal injury","Closed","5:30 PM","Non-fatal injury - Possible","2","0","1","Clear","","42.35112030","-71.08027868","","1","69","No injury","1","1","69","No injury"
"4508857","BOSTON","01/18/2018","Non-fatal injury","Closed","5:30 PM","Non-fatal injury - Possible","2","0","1","Clear","","42.35112030","-71.08027868","","2","93","Non-fatal injury - Possible","1","2","93","Non-fatal injury - Possible"
"4508858","BOSTON","01/29/2018","Property damage only (none injured)","Closed","2:44 PM","No injury","2","0","0","Cloudy/Cloudy","","42.34634623","-71.06325288","","1","29","No injury","1","1","29","No injury"
"4508858","BOSTON","01/29/2018","Property damage only (none injured)","Closed","2:44 PM","No injury","2","0","0","Cloudy/Cloudy","","42.34634623","-71.06325288","","2","30","No injury","2","2","30","No injury"
"4508858","BOSTON","01/29/2018","Property damage only (none injured)","Closed","2:44 PM","No injury","2","0","0","Cloudy/Cloudy","","42.34634623","-71.06325288","","2","30","No injury","2","3","","No injury"
"4508859","BOSTON","01/25/2018","Property damage only (none injured)","Closed","11:30 AM","No injury","1","0","0","Clear","","42.34634623","-71.06325288","","1","46","No injury","1","1","46","No injury"
"4508859","BOSTON","01/25/2018","Property damage only (none injured)","Closed","11:30 AM","No injury","1","0","0","Clear","","42.34634623","-71.06325288","","","","","","2","47","Not reported"
"4508866","BOSTON","01/23/2018","Property damage only (none injured)","Closed","5:20 PM","No injury","1","0","0","Rain/Rain","","42.33768572","-71.08264844","","1","69","No injury","1","1","69","No injury"
"4508866","BOSTON","01/23/2018","Property damage only (none injured)","Closed","5:20 PM","No injury","1","0","0","Rain/Rain","","42.33768572","-71.08264844","","","","","","2","53","Not reported"
"4508870","BOSTON","01/28/2018","Property damage only (none injured)","Closed","7:42 PM","No injury","1","0","0","Clear/Clear","35","42.33256321","-71.07208670","","1","24","No injury","1","1","24","No injury"
"4508870","BOSTON","01/28/2018","Property damage only (none injured)","Closed","7:42 PM","No injury","1","0","0","Clear/Clear","35","42.33256321","-71.07208670","","","","","","2","50","Not reported"
"4508871","BOSTON","01/24/2018","Property damage only (none injured)","Closed","3:30 PM","No injury","2","0","0","Clear","","42.34837551","-71.08379295","","1","29","No injury","1","1","29","No injury"
"4508871","BOSTON","01/24/2018","Property damage only (none injured)","Closed","3:30 PM","No injury","2","0","0","Clear","","42.34837551","-71.08379295","","2","54","Not reported","1","2","54","Not reported"
"4508872","BOSTON","01/09/2018","Non-fatal injury","Closed","10:20 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear/Clear","","42.35410793","-71.05408198","","1","27","No injury","1","1","27","No injury"
"4508872","BOSTON","01/09/2018","Non-fatal injury","Closed","10:20 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear/Clear","","42.35410793","-71.05408198","","2","32","Non-fatal injury - Non-incapacitating","2","2","32","Non-fatal injury - Non-incapacitating"
"4508872","BOSTON","01/09/2018","Non-fatal injury","Closed","10:20 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear/Clear","","42.35410793","-71.05408198","","2","32","Non-fatal injury - Non-incapacitating","2","3","27","No injury"
"4508880","BOSTON","01/07/2018","Property damage only (none injured)","Closed","9:00 AM","No injury","2","0","0","Clear/Unknown","","42.36441988","-71.06319173","","1","51","No injury","1","1","51","No injury"
"4508880","BOSTON","01/07/2018","Property damage only (none injured)","Closed","9:00 AM","No injury","2","0","0","Clear/Unknown","","42.36441988","-71.06319173","","2","32","No injury","1","2","32","No injury"
"4508881","BOSTON","01/17/2018","Non-fatal injury","Closed","","Non-fatal injury - Non-incapacitating","1","0","1","Rain","","42.35800122","-71.06044137","","1","35","No injury","1","1","35","No injury"
"4508881","BOSTON","01/17/2018","Non-fatal injury","Closed","","Non-fatal injury - Non-incapacitating","1","0","1","Rain","","42.35800122","-71.06044137","","","","","","2","76","Non-fatal injury - Non-incapacitating"
"4508882","BOSTON","01/22/2018","Not Reported","Closed","11:00 PM","Not reported","2","0","0","Rain/Rain","","42.35410793","-71.05408198","","1","28","Not reported","2","1","28","Not reported"
"4508882","BOSTON","01/22/2018","Not Reported","Closed","11:00 PM","Not reported","2","0","0","Rain/Rain","","42.35410793","-71.05408198","","1","28","Not reported","2","2","","Not reported"
"4508882","BOSTON","01/22/2018","Not Reported","Closed","11:00 PM","Not reported","2","0","0","Rain/Rain","","42.35410793","-71.05408198","","2","46","Not reported","1","3","46","Not reported"
"4508883","BOSTON","01/29/2018","Property damage only (none injured)","Closed","11:51 PM","No injury","2","0","0","Clear/Clear","","42.26606505","-71.11082763","","1","37","No injury","1","1","37","No injury"
"4508883","BOSTON","01/29/2018","Property damage only (none injured)","Closed","11:51 PM","No injury","2","0","0","Clear/Clear","","42.26606505","-71.11082763","","2","33","No injury","2","2","33","No injury"
"4508883","BOSTON","01/29/2018","Property damage only (none injured)","Closed","11:51 PM","No injury","2","0","0","Clear/Clear","","42.26606505","-71.11082763","","2","33","No injury","2","3","21","No injury"
